,id,text,clean,emotion_x,emotion_y,2nd_emotions_x,2nd_emotions_y,keep,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,none,sentiment,negative,positive,neutral
10,1158018736965767168,"@mankapsis Μανωλάκη καρπαζοεισπράκτορα, με τα λεφτά που γλύτωνε το MEGA από την διαπιστωμένη ρευματοκλοπή του 80% της ενέργειας που κατανάλωνε σε βάρος της ΔΕΗ, έβγαινε ο μισθός σου. Άσε τις αρχιδιές λαμόγιο γιατί είσαι μέρος του προβλήματος. https://t.co/o041qOjV1g","Μανωλάκη καρπαζοεισπράκτορα, με τα λεφτά που γλύτωνε το MEGA από την διαπιστωμένη ρευματοκλοπή του 80% της ενέργειας που κατανάλωνε σε βάρος της ΔΕΗ, έβγαινε ο μισθός σου. Άσε τις αρχιδιές λαμόγιο γιατί είσαι μέρος του προβλήματος.",disgust,anger,anger,disgust,"['disgust', 'anger']",1,0,1,0,0,0,0,0,0,negative,1,0,0
11,1194943057717678081,👉 Ο Βασίλης Τοροσίδης μίλησε στο https://t.co/ran9aC8l4J για το δικό του παρόν και μέλλον στην Εθνική Ελλάδα    https://t.co/4q0OxyqES9  #greeknationalteam #novasports,👉 Ο Βασίλης Τοροσίδης μίλησε στο για το δικό του παρόν και μέλλον στην Εθνική Ελλάδα #greeknationalteam #novasports,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
12,1095998611874291712,Πήρε θέση η Ο.Δ.Κ.Ε. για όσα συνέβησαν στον ημιτελικό του ΟΑΚΑ #basketleague #paooly #derby https://t.co/v7I0zNGMaD,Πήρε θέση η Ο.Δ.Κ.Ε. για όσα συνέβησαν στον ημιτελικό του ΟΑΚΑ #basketleague #paooly #derby,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
13,1165685601301082112,"👉 Ο Ατρόμητος κέρδισε πέναλτι με υπόδειξη VAR στο Περιστέρι, όμως, ο Κρίστινσον κράτησε όρθια την ΑΕΛ! https://t.co/ybtQt1NtQM #ATRAEL","👉 Ο Ατρόμητος κέρδισε πέναλτι με υπόδειξη VAR στο Περιστέρι, όμως, ο Κρίστινσον κράτησε όρθια την ΑΕΛ! #ATRAEL",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
14,1211658135246688256,"Οι σχέσεις συναγωνιστών για το δίκαιο του αγώνα και των αιτημάτων τους, είναι σχέσεις ψυχών που ενώνονται στα ίδια όνειρα ! #ΟΤΕ #ΑΠΕΡΓΙΕΣ & #ΕΡΤ #ΜΑΥΡΟ","Οι σχέσεις συναγωνιστών για το δίκαιο του αγώνα και των αιτημάτων τους, είναι σχέσεις ψυχών που ενώνονται στα ίδια όνειρα ! #ΟΤΕ #ΑΠΕΡΓΙΕΣ & #ΕΡΤ #ΜΑΥΡΟ",trust,trust,anticipation,anticipation,"['trust', 'anticipation']",0,1,0,0,0,0,0,1,0,positive,0,1,0
15,1210883475663998976,@thanosplevris Τα κομαντα τρεχουν γυμνοι απο την μεση και πανω κοντο απιδι πανε στα εξαρχεια να τρεξεις να μαζεψεις την σαλτσα ντοματας της χρονιας,Τα κομαντα τρεχουν γυμνοι απο την μεση και πανω κοντο απιδι πανε στα εξαρχεια να τρεξεις να μαζεψεις την σαλτσα ντοματας της χρονιας,other,disgust,disgust,anger,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
16,1164155467179921409,"#ΔΕΗ @AdonisGeorgiadi ... δηλαδή ρε φιλε με λιγα λογια οι Σωστοι που εκοβαν από το φαι τους για να πληρωσουν,Πρεπει να αισθανονται παντα ΜΑΛΑΚΕΣ σε αυτην την <<Χωρα.>>>>>>>>.😡😡😡😡😡😡😡😡😡😡😡😡😡<,","#ΔΕΗ ... δηλαδή ρε φιλε με λιγα λογια οι Σωστοι που εκοβαν από το φαι τους για να πληρωσουν,Πρεπει να αισθανονται παντα ΜΑΛΑΚΕΣ σε αυτην την <<Χωρα.>>>>>>>>.😡😡😡😡😡😡😡😡😡😡😡😡😡<,",anger,anger,disgust,disgust,"['anger', 'disgust']",1,0,1,0,0,0,0,0,0,negative,1,0,0
17,1208960531228512256,👉 Πολύτιμος ο βαθμός για τον Μπαλογιάννη #v loly  https://t.co/81GQif1xcF https://t.co/AGuJYxXCSW,👉 Πολύτιμος ο βαθμός για τον Μπαλογιάννη #v loly,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
18,1140641667965497345,Ποιος κατέστρεψε την ΔΕΗ; Η ΑΛΗΘΕΙΑ (Δεν θα το μάθεις από κανένα νταβατζή που έχει βάλει στο μάτι να την ιδιωτικοποιήσει) https://t.co/yVhJp89S1b https://t.co/z2BntgsAqc,Ποιος κατέστρεψε την ΔΕΗ; Η ΑΛΗΘΕΙΑ (Δεν θα το μάθεις από κανένα νταβατζή που έχει βάλει στο μάτι να την ιδιωτικοποιήσει),disgust,disgust,anger,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
19,1206646653651968000,Πιστεύετε θα μας αφήσει μηχάνημα σήμερα η #ΔΕΗ ή θα μας τα καταστρέψει ολα;;,Πιστεύετε θα μας αφήσει μηχάνημα σήμερα η #ΔΕΗ ή θα μας τα καταστρέψει ολα;;,other,disgust,disgust,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
20,1242439742890954757,"@Katgan2 Η  Vodafone δίνει 400 λεπτά σε σταθερά. Σε μένα που έχω καρτοσυμβολαιο δεν έδωσε χρόνο ή g, ούτε στη Vodafone TV έδωσε κάτι.  ","Η Vodafone δίνει 400 λεπτά σε σταθερά. Σε μένα που έχω καρτοσυμβολαιο δεν έδωσε χρόνο ή g, ούτε στη Vodafone TV έδωσε κάτι.",anger,disgust,disgust,sadness,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
21,1149594545316741120,"@SteliosKoul Την οποία για να αντιμετωπίσετε αυξήσατε το όριο ζωής/χρήσης των ήδη γερασμένων και κακοσυντηρημένων, ρυπογόνων ταξί κατά 5 χρόνια και ανανεώσατε τη λειτουργία λιγνιτικών μονάδων της ΔΕΗ, πανηλίθιε!","Την οποία για να αντιμετωπίσετε αυξήσατε το όριο ζωής/χρήσης των ήδη γερασμένων και κακοσυντηρημένων, ρυπογόνων ταξί κατά 5 χρόνια και ανανεώσατε τη λειτουργία λιγνιτικών μονάδων της ΔΕΗ, πανηλίθιε!",anger,anger,disgust,disgust,"['anger', 'disgust']",1,0,1,0,0,0,0,0,0,negative,1,0,0
22,1150115340346675205,Κάποτε όταν παιζόταν το μέλλον της Ολυμπιακής ο Χατζηδάκης κυκλοφορούσε ως υπουργός με Aegean. Τώρα θα μπει Elpedison στα υπουργεία; #ΝΔ_θέλατε #Μετωπο_Λαμογικης,Κάποτε όταν παιζόταν το μέλλον της Ολυμπιακής ο Χατζηδάκης κυκλοφορούσε ως υπουργός με Aegean. Τώρα θα μπει Elpedison στα υπουργεία; #ΝΔ_θέλατε #Μετωπο_Λαμογικης,disgust,other,anger,disgust,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
23,1158049994970148864,🇮🇹 Ιταλική σφυρίχτρα στην εκτός έδρας αναμέτρηση του Άρη με τον Μ λντε https://t.co/Bp2Q9x0SCu  #Aris #Moldefk #EuropaLeague #Qualifying #Referee,🇮🇹 Ιταλική σφυρίχτρα στην εκτός έδρας αναμέτρηση του Άρη με τον Μ λντε #Aris #Moldefk #EuropaLeague #Qualifying #Referee,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
24,1240275675916967940,Δωρεά 50 αναπνευστήρων υψηλής τεχνολογίας από τη Motor Oil στο Υπ. Υγείας https://t.co/s3SzVJKB4K https://t.co/YP08XPVFtE,Δωρεά 50 αναπνευστήρων υψηλής τεχνολογίας από τη Motor Oil στο Υπ. Υγείας,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
25,1229504169444356096,"Η Vodafone κάθε μέρα με παίρνει απ' όλες τις περιοχές της Ελλάδας, λες και είμαι τηλεοπτική εκπομπή που μοιράζει πλούσια δώρα","Η Vodafone κάθε μέρα με παίρνει απ' όλες τις περιοχές της Ελλάδας, λες και είμαι τηλεοπτική εκπομπή που μοιράζει πλούσια δώρα",disgust,disgust,anger,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
26,1158305717549445120,Ας είναι καλά η ΔΕΗ που έχει πέσει το ρεύμα και κάνουμε επιτέλους στρες τεστ στα τηλέφωνά μας να δούμε αν όντως κρατάνε 12 ώρες οι μπαταρίες τους που λένε και τα σπεσιφικέισονς,Ας είναι καλά η ΔΕΗ που έχει πέσει το ρεύμα και κάνουμε επιτέλους στρες τεστ στα τηλέφωνά μας να δούμε αν όντως κρατάνε 12 ώρες οι μπαταρίες τους που λένε και τα σπεσιφικέισονς,other,other,disgust,disgust,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
27,1193932050434314240,"Εχει δίκιο εδώ για τη ΔΕΗ.. Δεν υπάρχει πολιτική βούληση ούτε για το ελάχιστο στο ραγιαδιστάν .. Δεν χρωστάνε οι κατοχικοί τίποτα στη χώρα και αδιαφορούν για τον κόπο και τις θυσίες των πατεράδων και των παπούδων που πολέμαγαν και δούλευαν σαν τα σκυλιά, πριν εκμαυλιστουν..","Εχει δίκιο εδώ για τη ΔΕΗ.. Δεν υπάρχει πολιτική βούληση ούτε για το ελάχιστο στο ραγιαδιστάν .. Δεν χρωστάνε οι κατοχικοί τίποτα στη χώρα και αδιαφορούν για τον κόπο και τις θυσίες των πατεράδων και των παπούδων που πολέμαγαν και δούλευαν σαν τα σκυλιά, πριν εκμαυλιστουν..",anger,disgust,disgust,anger,"['anger', 'disgust']",1,0,1,0,0,0,0,0,0,negative,1,0,0
28,1155888856249569281,Γ. Στάσσης: Από την ιταλική Enel στην «ηλεκτρική» καρέκλα της ΔΕΗ https://t.co/XA3QRGF6xJ https://t.co/Y7eGwE8Ho7,Γ. Στάσσης: Από την ιταλική Enel στην «ηλεκτρική» καρέκλα της ΔΕΗ,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
29,1105829725447036930,"Περίεργο να υπόφερει σαν κοινή θνητή κατά τη διάρκεια διακυβέρνησης του ΣΥΡΙΖΑ, ο οποίος αφενός αναβάθμισε τη ΔΕΗ και τις υπηρεσίες της, αφετέρου προστατεύει τους αδύναμους. Προφανώς δεν είχε πιάσει το νόημα η μικρή ακόμα. Μετά έγινε ΣΥΡΙΖΑ κι όλα λύθηκαν...","Περίεργο να υπόφερει σαν κοινή θνητή κατά τη διάρκεια διακυβέρνησης του ΣΥΡΙΖΑ, ο οποίος αφενός αναβάθμισε τη ΔΕΗ και τις υπηρεσίες της, αφετέρου προστατεύει τους αδύναμους. Προφανώς δεν είχε πιάσει το νόημα η μικρή ακόμα. Μετά έγινε ΣΥΡΙΖΑ κι όλα λύθηκαν...",other,disgust,disgust,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
30,1168914375593418753,Dei Energy News: Πάνω από εξι εκατομ. ευρώ χρωστάει το Δημόσιο στη ... https://t.co/xo3g5Z4D2R,Dei Energy News: Πάνω από εξι εκατομ. ευρώ χρωστάει το Δημόσιο στη ...,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
31,1243887139877728259,@AdonisGeorgiadi @lmpampaletakis @d3nt1no @g_evgenidis Να αναθεωρήσετε! Να τα μαζέψετε και να τα δώσετε στον κυβερνητικό λαγό σας - τον Αντιπρόεδρο ΔΣΑ που έχει ανάγκη την κατάρτιση για να ξανανεβάσει το προφίλ του που έπεσε σαν το δίκτυο της Vodafone κάποτε.,Να αναθεωρήσετε! Να τα μαζέψετε και να τα δώσετε στον κυβερνητικό λαγό σας - τον Αντιπρόεδρο ΔΣΑ που έχει ανάγκη την κατάρτιση για να ξανανεβάσει το προφίλ του που έπεσε σαν το δίκτυο της Vodafone κάποτε.,anger,disgust,disgust,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
32,1095348030512005121,"@Thatcherikos Εδώ υπεξαιρούσαν χρήματα ανθρώπων που πλήρωναν την ΔΕΗ, και δεν ετρεξε κάστανο.","Εδώ υπεξαιρούσαν χρήματα ανθρώπων που πλήρωναν την ΔΕΗ, και δεν ετρεξε κάστανο.",disgust,disgust,anger,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
33,1139254556393693185,@akisxaris Με ΚΑΛΕΣΑΝ σήμερα στο σταθερό (ΟΤΕ)... τους είπα: <<δεν ψηφίζω φασίστες και παιδεραστές>> και μου λέει: <<συγγνώμη εμείς καλούμε όλο το βόρειο τομέα Αθηνών>> και μπαμ... το έκλεισε.,Με ΚΑΛΕΣΑΝ σήμερα στο σταθερό (ΟΤΕ)... τους είπα: <<δεν ψηφίζω φασίστες και παιδεραστές>> και μου λέει: <<συγγνώμη εμείς καλούμε όλο το βόρειο τομέα Αθηνών>> και μπαμ... το έκλεισε.,disgust,disgust,anger,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
34,1128229562582818816,Προσποιούνταν τους υπαλλήλους της ΔΕΗ και έκλεβαν χρήματα από ηλικιωμένους https://t.co/nDCbKfG2sd,Προσποιούνταν τους υπαλλήλους της ΔΕΗ και έκλεβαν χρήματα από ηλικιωμένους,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
35,1254703881830961152,ΔΑΚΕ ΕΤΕ/ΔΕΗ: Σε κερδοφορία πέρασε ο ΔΕΔΔΗΕ το 2019 https://t.co/0fzBjlByud,ΔΑΚΕ ΕΤΕ/ΔΕΗ: Σε κερδοφορία πέρασε ο ΔΕΔΔΗΕ το 2019,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
36,1109882586212511744,"Δείτε τις καλύτερες στιγμές από τις αναμετρήσεις, που έχουν ολοκληρωθεί έως τώρα!  #EURO2020Qualifiers  https://t.co/EweepUASW0","Δείτε τις καλύτερες στιγμές από τις αναμετρήσεις, που έχουν ολοκληρωθεί έως τώρα! #EURO2020Qualifiers",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
37,1202702412882071567,Και εκεί που βλέπουμε τον Χρυσοστόμου τσουπ μια διαφήμιση Ήρων #logotimis,Και εκεί που βλέπουμε τον Χρυσοστόμου τσουπ μια διαφήμιση Ήρων #logotimis,surprise,other,disgust,surprise,['surprise'],0,0,0,0,0,0,1,0,0,positive,0,1,0
38,1143492843006246912,"Ο ΟΤΕ διαπραγματεύεται στα 12,53 ευρώ με άνοδο +1,05% και αποτίμηση 6,01 δισ. ευρώ και βρίσκεται στην 2η θέση των κεφαλαιοποιήσεων.","Ο ΟΤΕ διαπραγματεύεται στα 12,53 ευρώ με άνοδο +1,05% και αποτίμηση 6,01 δισ. ευρώ και βρίσκεται στην 2η θέση των κεφαλαιοποιήσεων.",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
39,1167111347152261120,Νδ δεν θελατε ;  Τι περιμένατε απο τον γελοίο κλόουν #χατζηδακη  Το ξανά λέω κριμα που έφαγε τόσο λίγο ξύλο ο Χατζηδάκης τοτε  #νδχουντα #χατζηδακη_γελοιε #χατζηδακη #κυβερνηση_τσιρκο #κλοουν_υπουργοι #νδ_ξεφτιλες #skai_xeftiles #δεη #νδ_θελατε,Νδ δεν θελατε ; Τι περιμένατε απο τον γελοίο κλόουν #χατζηδακη Το ξανά λέω κριμα που έφαγε τόσο λίγο ξύλο ο Χατζηδάκης τοτε #νδχουντα #χατζηδακη_γελοιε #χατζηδακη #κυβερνηση_τσιρκο #κλοουν_υπουργοι #νδ_ξεφτιλες #skai_xeftiles #δεη #νδ_θελατε,disgust,anger,anger,disgust,"['disgust', 'anger']",1,0,1,0,0,0,0,0,0,negative,1,0,0
40,1088804653381443584,❗ Η Παναθηναϊκή Συμμαχία καλεί την ΠΑΕ Παναθηναϊκός να καταθέσει ένσταση για επανάληψη του αγώνα με τη Λαμία https://t.co/a2bo5aGIGM,❗ Η Παναθηναϊκή Συμμαχία καλεί την ΠΑΕ Παναθηναϊκός να καταθέσει ένσταση για επανάληψη του αγώνα με τη Λαμία,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
41,1121003628117073920,1 δις ζημιά η #ΔΕΗ και ούτε το κολατσιό του Λαφαζάνη τόλμησαν να κόψουν απ τους χαραμοφάηδες!,1 δις ζημιά η #ΔΕΗ και ούτε το κολατσιό του Λαφαζάνη τόλμησαν να κόψουν απ τους χαραμοφάηδες!,disgust,disgust,anger,anger,"['disgust', 'anger']",1,0,1,0,0,0,0,0,0,negative,1,0,0
42,1118268631736029184,"Μου βάζει καπέλο η #cosmote 200€ παίρνει εκπρόσωπος&λεει να αλλάξω πακέτο από 25/μήνα να πάω 65!! Με 65€ το μήνα, μένω στο 25 φτιάχνω φανταστικό φιλο, δίνω 20 σε ψυχίατρο με χαπακωνει και μου μένουν και 20ευρω να τον βγάλω έξω για καφέ!!!! #katidikamou #κατιδικαμου","Μου βάζει καπέλο η #cosmote 200€ παίρνει εκπρόσωπος&λεει να αλλάξω πακέτο από 25/μήνα να πάω 65!! Με 65€ το μήνα, μένω στο 25 φτιάχνω φανταστικό φιλο, δίνω 20 σε ψυχίατρο με χαπακωνει και μου μένουν και 20ευρω να τον βγάλω έξω για καφέ!!!! #katidikamou #κατιδικαμου",other,other,disgust,disgust,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
43,1235927701061537792,ξεμπροστιασαμε τη ΝΔ στη Βουλή για το ξεπούλημα της ΔΕΗ με στοιχεία! @velopky https://t.co/0yWtMIyZHJ,ξεμπροστιασαμε τη ΝΔ στη Βουλή για το ξεπούλημα της ΔΕΗ με στοιχεία!,anger,disgust,disgust,anger,"['anger', 'disgust']",1,0,1,0,0,0,0,0,0,negative,1,0,0
44,1247080804141928453,η βονταφον η κοσμοτε η γουιντ τα καταπίνουν τα γκιγκαμπαιτ ακόμα και όταν μενουμε σπιτι...,η βονταφον η κοσμοτε η γουιντ τα καταπίνουν τα γκιγκαμπαιτ ακόμα και όταν μενουμε σπιτι...,other,disgust,disgust,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
45,1165624396230344704,"@Qvas_Kera @kallipoS @NikosVrOfficial @NovaGreece όχι βέβαια αλλά σε μέρη που το γήπεδο περνάει ήδη κρίση (δλδ εκτός τοπ 4 eur λίγκες), θα αδειασουν οριστικά","όχι βέβαια αλλά σε μέρη που το γήπεδο περνάει ήδη κρίση (δλδ εκτός τοπ 4 eur λίγκες), θα αδειασουν οριστικά",none,sadness,none,none,['none'],0,0,0,0,0,0,0,0,1,neutral,0,0,1
46,1123542649426915328,😥 Δείτε τις τρεις τελευταίες φωτογραφίες του Σένα πριν το μοιραίο δυστύ ημα #SennaEterno https://t.co/5BqPIpFFu9,😥 Δείτε τις τρεις τελευταίες φωτογραφίες του Σένα πριν το μοιραίο δυστύ ημα #SennaEterno,none,sadness,none,none,['none'],0,0,0,0,0,0,0,0,1,neutral,0,0,1
47,1151859245060636672,⚽🗣️   Οι στόχοι του 19χρονου Σέρβου κεντρικού αμυντικού (video) https://t.co/nAZmD9JpHm #olympiacosfc #preseason #novasports,⚽🗣️ Οι στόχοι του 19χρονου Σέρβου κεντρικού αμυντικού (video) #olympiacosfc #preseason #novasports,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
48,1199577631106174976,ΔΕΗ: Η ΠΕΔ Πελοποννήσου στο πλευρό του Δήμου  Μεγαλόπολης             https://t.co/hBq71kFMS6,ΔΕΗ: Η ΠΕΔ Πελοποννήσου στο πλευρό του Δήμου Μεγαλόπολης,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
49,1251303816722624514,@K_Hatzidakis Δεν ντρέπεστε να γδέρνετε έτσι τον κόσμο με την ΔΕΗ?  Όσα σας λείπουν μας στείλατε να πληρώσουμε? Απαράδεκτοι...Και πάλι ντροπή σας.,Δεν ντρέπεστε να γδέρνετε έτσι τον κόσμο με την ΔΕΗ? Όσα σας λείπουν μας στείλατε να πληρώσουμε? Απαράδεκτοι...Και πάλι ντροπή σας.,anger,disgust,disgust,anger,"['anger', 'disgust']",1,0,1,0,0,0,0,0,0,negative,1,0,0
50,1247413168131002368,H Cosmote δεν επιτρέπει την αποστολή δωρεάν μηνυμάτων στο 13033 σε όσους έχουν αρνητικό υπόλοιπο https://t.co/lkwrtVAUnd,H Cosmote δεν επιτρέπει την αποστολή δωρεάν μηνυμάτων στο 13033 σε όσους έχουν αρνητικό υπόλοιπο,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
51,1202550706726752256,@Vodafone_GR @COSMOTE @windhellas ξέρετε τίποτα ή δε σας τα είπαν εσάς;,ξέρετε τίποτα ή δε σας τα είπαν εσάς;,other,other,disgust,disgust,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
52,1255872233152696320,Δωρεά στο «Αττικόν» συστήματος μοριακής διάγνωσης για τον κορωνοϊό από τα ΕΛΠΕ (ΦΩΤΟ) - https://t.co/mQ2XUjjEPX https://t.co/omaAvmBdyr,Δωρεά στο «Αττικόν» συστήματος μοριακής διάγνωσης για τον κορωνοϊό από τα ΕΛΠΕ (ΦΩΤΟ) -,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
53,1183466692833349633,"  Ο Μαρινακης αγοραζει τη Nova με σχεδον 300 εκ.€ διαγραφη χρεους  Ο Λατσης επενδυει με δικα μας λεφτα. . . Εχω την εντυπωση οτι το ""αορατο χερι της αγορας"" μας κανει feast fucking...","Ο Μαρινακης αγοραζει τη Nova με σχεδον 300 εκ.€ διαγραφη χρεους Ο Λατσης επενδυει με δικα μας λεφτα. . . Εχω την εντυπωση οτι το ""αορατο χερι της αγορας"" μας κανει feast fucking...",disgust,disgust,anger,anger,"['disgust', 'anger']",1,0,1,0,0,0,0,0,0,negative,1,0,0
